Billy Ardelle	Broadway Playboy Revue	Club Chatter The Billboard 49, no. 35, August 28, 1937, 16.
Babe Baker	Ha-Ha Club (Miami)	Vaudeville: Gambling Ban Seen Aiding Miami Cafes As Bonifaces Predict Lush Season Solloway, Lary. Variety 180, no. 8, November 1, 1950, 49.
*Unnamed company*	Leon and Eddie's (Miami)	Vaudeville: Gambling Ban Seen Aiding Miami Cafes As Bonifaces Predict Lush Season Solloway, Lary. Variety 180, no. 8, November 1, 1950, 49.
Jewel Box Revue	Balconades (Pittsburgh)	Vaudeville: Femme Impersonator Unit Set for Pitt Summer Run Variety 182, no. 2, March 28, 1951, 43.
*Unnamed company*	Balconades (Pittsburgh)	Vaudeville: Femme Impersonator Unit Set for Pitt Summer Run Variety 182, no. 2, March 28, 1951, 43.
*Unnamed company*	Club 181	Vaudeville: N.Y. Drag Joint Draws Rum OK Revocation Variety 182, no. 8, May 2, 1951, 59.
Billy Herrero	Curly's (Minneapolis)	Mpls.' Male Stripper Variety 183, no. 11, August 22, 1951, 1.
*Unnamed company*	College Inn (Boston)	Vaudeville: Hub Spots Reopen Variety 185, no. 6, January 16, 1952, 53.	reopening soon, after "revamp[ing] the type of entertainment, scuttling the femme impersonator policy, which formerly comprised the bulk of the floorshow, for more conventional type."
Jewel Box Revue	Riviera Theatre Bar (Columbus, OH)	Ohio Jurist's Critique: 'Fine' Show by Fem-Male But 'Improper Dress' Variety 186, no. 13, June 4, 1952, 2.
Paul Laverne Cummings	Jewel Box Revue, at Riviera Theatre Bar (Columbus, OH)	Ohio Jurist's Critique: 'Fine' Show by Fem-Male But 'Improper Dress' Variety 186, no. 13, June 4, 1952, 2.	arrested "after being detected as an entry in a 'Miss National Boat Race of 1952' contest at the film house. He dressed in a woman's bathing suit and wore a hair ribbon, makeup, and high-heeled shoes which lace up the leg."
Jewel Box Revue	Jewel Box Revue (Miami)	Miami May Kayo Off-Color Shows Rapped by Daily Variety 187, no. 13, September 3, 1952, 1, 14.	following a "series of front-page articles in Miami Herald 'exposing' conditions among cafes here featuring femme impersonator shows, strippers and 'B' girls, Miami city commission will take up the issue tomorrow (Wed.) with expected restrictive ordinances."
*Unnamed company*	Leon and Eddie's (Miami)	Miami May Kayo Off-Color Shows Rapped by Daily Variety 187, no. 13, September 3, 1952, 1, 14.	following a "series of front-page articles in Miami Herald 'exposing' conditions among cafes here featuring femme impersonator shows, strippers and 'B' girls, Miami city commission will take up the issue tomorrow (Wed.) with expected restrictive ordinances."
*Unnamed company*	On the Beach (Miami)	Miami May Kayo Off-Color Shows Rapped by Daily Variety 187, no. 13, September 3, 1952, 1, 14.	following a "series of front-page articles in Miami Herald 'exposing' conditions among cafes here featuring femme impersonator shows, strippers and 'B' girls, Miami city commission will take up the issue tomorrow (Wed.) with expected restrictive ordinances."
*Unnamed company*	Tony Pastor's (Miami)	Miami May Kayo Off-Color Shows Rapped by Daily Variety 187, no. 13, September 3, 1952, 1, 14.	following a "series of front-page articles in Miami Herald 'exposing' conditions among cafes here featuring femme impersonator shows, strippers and 'B' girls, Miami city commission will take up the issue tomorrow (Wed.) with expected restrictive ordinances."
*Unnamed company*	Circus Bar (Miami)	Miami May Kayo Off-Color Shows Rapped by Daily Variety 187, no. 13, September 3, 1952, 1, 14.	following a "series of front-page articles in Miami Herald 'exposing' conditions among cafes here featuring femme impersonator shows, strippers and 'B' girls, Miami city commission will take up the issue tomorrow (Wed.) with expected restrictive ordinances."
Guilda	Latin Quarter Revue at Desert Inn (Las Vegas)	Unit Reviews: Latin Quarter Revue Will. Variety 190, no. 6, April 15, 1953, 64.	"billed as French Marlene Dietrich, keeps illusion going until finale when he doffs blond wig for added mitts."
Guilda	Latin Quarter Revue at Hotel Chase (St. Louis)	Night Club Reviews - Hotel Chase. St. L Sahu. Variety 190, no. 11, May 20, 1953, 50.	Is Guilda the Gilda that was charged of "indecent performance" in Ottawa, see Strip 'Gilda' of Gender in Hull Obscenity Ran Variety 225, no. 3, December 13, 1961, 51.
Mickey Arnold	Springtown Hotel (Easton, PA)	Femme Impersonator Rapped With $150 Fine Variety 192, no. 2, September 16, 1953, 52	fined for "alleged indecent and immoral shows . . . charged that Arnold sang obscene songs while dressed as a woman . . . pleaded guilty."
Francis Renault	Carnegie Recital Hall	Vaudeville: Renault's Carnegie Date Variety 196, no. 3, September 22, 1954, 58.
T.C. Jones	"New Faces of 1956," at Shubert Theatre (New York?)	Show Out of Town - New Faces of 1956 Guy. Variety 203, no. 1, June 6, 1956, 57
[T.C. Jones	Ed Sullivan Show	Tele Follow-Up Comment - Ed Sullivan Show Gros. Variety 203, no. 8, July 25, 1956, 27.]
T.C. Jones	Blue Angel (New York)	Night Club Reviews: Blue Angel, N. Y. Chan. Variety 205, no. 4, December 26, 1956, 45.
T.C. Jones	Blue Angel (New York)	Night Club Reviews: Blue Angel, N. Y Jess. Variety 204, no. 12, November 21, 1956, 54.
T.C. Jones	"New Faces of 1956," at Shubert Theatre (New York?)	Night Club Reviews: Blue Angel, N. Y Jess. Variety 204, no. 12, November 21, 1956, 54.
T.C. Jones	Mask and Gown, Bucks County Playhouse (New Hope, PA)	Legitimate: Critic Pans the Ad Variety 207, no. 12, August 21, 1957, 60.
T.C. Jones	Mask and Gown, Golden Theatre (New York)	Legitimate: Critic Pans the Ad Variety 207, no. 12, August 21, 1957, 60.
T.C. Jones	Blue Angel (New York)	On The Upbeat: Pittsburgh Variety 205, no. 10, February 6, 1957, 54.
T.C. Jones	Mask and Gown, Bucks County Playhouse (New Hope, PA)	Philly-Area Strawhats Bucking Bally Dimout in Local Press Strike Variety 211, no. 3, June 18, 1958, 57.
T.C. Jones	Mask and Gown, Bucks County Playhouse (New Hope, PA)	Legitimate: T. C. JONES SRO AGAIN, BUT NO BARN TAKERS Variety 211, no. 3, June 18, 1958, 57.
T.C. Jones	Mask and Gown, Bucks County Playhouse (New Hope, PA)	Legitimate: NEW HOPE, PA. Variety 211, no. 4, June 25, 1958, 75.
T.C. Jones	Mask and Gown, Bucks County Playhouse (New Hope, PA)	Legitimate: Road Up; Mnni 72½G, L.A.; 'Lady' Hits $64,900, Chi; T. C. Jones 13½G, Frisco Variety 211, no. 11, August 13, 1958, 59.
T.C. Jones	Mask and Gown, Bucks County Playhouse (New Hope, PA)	600 $10-and-Up Angels of $25,000 'Mask and Gown' Variety 211, no. 13, August 27, 1958, 1, 62.
T.C. Jones	Ted Lewis Revue at International (New York)	Night Club Reviews: Interlude. L. A. Daku. Variety 212, no. 12, November 19, 1958, 68.
T.C. Jones	Le Cupidon (New York)	Night Club Reviews: Le Cupidon, N. Y. Jose. Variety 214, no. 2, March 11, 1959, 73.
Jewel Box Revue	Town & Country Club (Brooklyn)	'Community' Niteries Where The Game Is Not in the Name But in Family B.O. Cohen, Joe. Variety 217, no. 6, January 6, 1960, 238
Savoy & Brennan	Greenwich Village Follies at Greenwich Village Theatre (New York) [1920]	Pre-Beatnik Greenwich Village And Murray Anderson's 'Follies' Variety 217, no. 6, January 6, 1960, 263, 268
Savoy & Brennan	Greenwich Village Follies at Shubert Theatre (New York) [1920]	Pre-Beatnik Greenwich Village And Murray Anderson's 'Follies' Variety 217, no. 6, January 6, 1960, 263, 268
Jewel Box Revue	Town & Country Club (Brooklyn)	Pinky Lee for T&C Variety 217, no. 11, February 10, 1960, 61.
Lynne Carter	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
Storme	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
Jan Britton	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
Micky Marlow	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year = does a fan dance!!
Storme	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
Kim August	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
[Kim August	(in film "The Tiger Makes Out")	Film review: The Tiger Makes Out Murf. Variety 248, no. 5, Sep 20, 1967, 6, 20.]
Bob Lake	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
DoDo Daniels	Jewel Box Revue at Apollo Theatre (New York)	Reviews: Apollo. N. Y Jose. Variety 218, no. 2, March 9, 1960, 67.	second appearance at Apollo this year
T.C. Jones	Living Room (New York)	Night Club Reviews: Living Room, N. Y. Bill. Variety 218, no. 9, April 27, 1960, 65.
Jewel Box Revue	Apollo Theatre	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56	picketed with signs like "Keep homosexuals out of Harlem" etc - but box office says it just led to more business
Lynne Carter	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
Mickey Marlow	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
Dodi Daniels	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
James Tai	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
Storme Delarvarie	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
Robbi Ross	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
Billy Daye	Jewel Box Revue at Apollo Theatre (New York)	Picketing Dosn't Mar Apollo's OK 'Jewel Box Revue' Kali. Variety 223, no. 7, July 12, 1961, 56
Lee Leonard	Gay Nineties (Minneapolis)	Chatter: Minneapolis Rees, Bob. Variety 233, no. 13, August 23, 1961, 61.
Lee Leonard	Gay Nineties (Minneapolis)	Chatter: Minneapolis Rees, Bob. Variety 224, no. 7, October 11, 1961, 78.
T.C. Jones	Room at Bottom (New York)	Room At Bottom, N. Y. Bill. Variety 226, no. 1, February 22, 1962, 57.
Jewel Box Revue	Riverside Hotel (Reno)	AGVA Protests Proposed Reno Law Barring Femme Impersonator Shows Variety 226, no. 2, March 7, 1962, 49.
Jewel Box Revue	Riverside Hotel (Reno)	Reno's Riverside Hotel Drops Femme Impersonator Show in Face of Ban Variety 226, no. 9, March 21, 1962, 56.
[Ross Hamilton, part of Dumbbells	(Canadian but toured U.S.)	OBITUARIES Variety 240, no. 7, October 6, 1965, 67, 79.]
Carmen Del Carmen	Apache Lounge (Council Bluffs, IA)	Safe Refuge Variety 244, no. 7, October 5, 1966, 2.
Lynne Carter	Bon Soir (New York)	Night Club Reviews: Bon Soir, N. Y Pit. Variety 245, no. 5, December 21, 1966, 49.
Lynne Carter	Fun City, at Jan Hus Playhouse (New York)	Norman A. King Variety 249, no. 13, February 14, 1968, 63.
Lynne Carter	Fun City, at Jan Hus Playhouse (New York)	Legit Bits Variety 249, no. 13, February 14, 1968, 66.
[T.C. Jones	(in "The Name of the Game is Kill")	THE NAME OF THE GAME IS KILL! The Independent Film Journal (Archive: 1937-1979); New York Vol. 61, no. 10, April 13, 1968, 53-54.]
Jim Bailey	Flamingo (Las Vegas)	Chatter: Las Vegas Duke, Forrest. Variety 261, no. 1, November 18, 1970, 85.





Frisco Follies	Club Casba (Wildwood, NJ)	Chatter: Wildwood-by-Sea, N.J Mathis, Charles V. Variety 280, no. 3, August 27, 1975, 61.
Frisco Follies	Sahara (Las Vegas)	Chatter: Wildwood-by-Sea, N.J Mathis, Charles V. Variety 280, no. 3, August 27, 1975, 61.
Frisco Follies	Harrah's (Las Vegas?)	Chatter: Wildwood-by-Sea, N.J Mathis, Charles V. Variety 280, no. 3, August 27, 1975, 61.
Sahdji	Vive Paris Veve at Flamingo (Las Vegas)	Night Club Reviews: Flamingo. Las Vegas Duke. Variety 280, no. 13, November 5, 1975, 75.
[Jim Bailey	Palladium (London)	Chatter: London Variety 284, no. 12, October 27, 1976, 93.]
[Charles Pierce	Country Cousin (Chelsea, London)	Chatter: London Variety 291, no. 2, May 17, 1978, 459.]
Charles Pierce	Mayfair Theater (Los Angeles)	Legitimate: Legit Chatter In The Wings Variety 320, no. 2, August 7, 1985, 78, 82.
Charles Pierce	"Not A Well Woman," at Henry Fonda Theater (Los Angeles)	One-Man Show: Charles Pierce: Not A Well Woman CART. Variety 325, no. 4, November 19, 1986, 93.
Jim Bailey	"An Evening with Barbra Streisand as Performed By Jim Bailey," Harrah's Marina (Atlantic City, NJ)	Personal Appearances: Boardwalk's Bailey/Barbra Variety 330, no. 6, March 2, 1988, 100.
Craig Russell	Theater East (New York) [approx. 1978]	'Forbidden' A Boxoffice Hit Off-Broadway; Spoof Revue Seen As A Perennial In N.Y. Hummler, Richard. Variety 332, no. 11, October 5, 1988, 147.
Charles Busch	"The Lady In Question," at Orpheum Theater (New York)	OFF-B'WAY REVIEW - The Ladv In Question Humm. Variety 336, no. 3, August 2, 1989, 78.
Jean Demeaux	"Wave Lengths of 1928; or Radio Revue," at Keith's Theater (Jersey City, New Jersey)	Units Shape Up As Season's Bet The Billboard 40, no. 28, July 14, 1928, 19.
Jean Demeaux	"Wave Lengths of 1928; or Radio Revue," at City Theater (Elizabeth, New Jersey)	Units Shape Up As Season's Bet The Billboard 40, no. 28, July 14, 1928, 19.
Gene Pearson	Club Madrid (Cleveland)	OBITUARY Variety 109, no. 1, December 13, 1932, 55.	master of ceremonies until his untimely death at 34
Gene Pearson	"Hot-Cha" (where?)	OBITUARY Variety 109, no. 1, December 13, 1932, 55.	master of ceremonies until his untimely death at 34
Christopher Bridgeman	La Cage Aux Folles (Los Angeles)	New Acts: CHRISTOPHER BRIDGEMAN Kirk. Variety 309, no. 7, December 15, 1982, 83.
Kenny Sacha	Gardenia (Los Angeles)	Night Club Reviews: Gardenia, L.A. Kirk. Variety 314, no. 9, March 28, 1984, 101.
Herbert Clifton	Keith's (Philadelphia)	Show Reviews: KEITH'S PHILADELPHIA Variety 54, no. 6, April 4, 1919, 29.
Pudgy Roberts	Nut Club (Wildwood, New Jersey)	Chatter: Wildwood-By-Sea, N.J. Mathis, Charles Y. Variety 267, no. 10, July 19, 1972, 101.
Pudgy Roberts	Nut Club (Wildwood, New Jersey)	Nut Club, Wildwood Math. Variety 268, no. 4, September 6, 1972, 55. - "Bawdy, salty fun is the theme of his impression of a stripper. This stripper has four-inch eyelashes, oversized Clark Gableish ears, a cupid's-bow mouth and a sassy, arrogant manner. He peels down a dozen times or more to panties trimmed with cow bells, bouquets, tiger heads, dead fish, etc."
Billy "Senorita" Herrera	Kitty Davis' Club (Miami Beach)	Vaudeville: Night Club Reviws - Kitty Davis', Miami Lary. Variety 166, no. 11, May 21, 1947, 54.
Billy "Senorita" Herrera	Ciro's (Philadelphia)	"Extra Added: Philadelphia," The Billboard [64, no. 40], November 29, 1952, 50	headlining as "Brazilian Gypsy Rose Lee"
Billy "Senorita" Herrera	31 Club (Philadelphia)	Female Imps Back in Philly
Jean La Rae	500 Club (Philadelphia)	Female Imps Back in Philly
Bobby La Marr and his "sophisticated playboys"	Show Boat (Philadelphia)	Female Imps Back in Philly
Billy "Senorita" Herrera	Latin Quarter (Miami)	Night Club Reviews: Latin Quarter, Miami Bill. Variety 149, no. 3, December 30, 1942, 38.
*Unnamed company* (ex-service men)	"Oriental Revue," at 23rd Street Theatre (New York?)	New Acts This Week: ORIENTAL REVUE (10). Fred. Variety 60, no. 6, October 1, 1920, 16
Karyl Norman	Riverside Theatre (New York)	New Acts This Week: ORIENTAL REVUE (10). Fred. Variety 60, no. 6, October 1, 1920, 16
Alexandria *?*	Broadway Theatre	New Acts This Week: ALEXANDRIA and OLSEN and Gang (3) Fred. Variety 81, no. 1, November 18, 1925, 14
Roger Davis	"Madame Pompadour," at the Palace (New York)	New Acts: "MADAME POMPADOUR" Variety 91, no. 3, May 2, 1928, 47.
Lester Queen [Lester Sheehan]	"The Pleasure Man," at Bronx Opera House (New York)	Con. (pseud), Legitimate: Oh, My Dear, Here's Mae West's New Show--Get a Load of It and Weep Variety 92, no. 10, September 19, 1928, 47.
Sylvan Repetti	"The Pleasure Man," at Bronx Opera House (New York)	Con. (pseud), Legitimate: Oh, My Dear, Here's Mae West's New Show--Get a Load of It and Weep Variety 92, no. 10, September 19, 1928, 47.	credited as a "snake dancer"
Peaches [Charles Ordway]	"The Pleasure Man," at Bronx Opera House (New York)	Con. (pseud), Legitimate: Oh, My Dear, Here's Mae West's New Show--Get a Load of It and Weep Variety 92, no. 10, September 19, 1928, 47.
Bunny [Gene Drew]	"The Pleasure Man," at Bronx Opera House (New York)	Con. (pseud), Legitimate: Oh, My Dear, Here's Mae West's New Show--Get a Load of It and Weep Variety 92, no. 10, September 19, 1928, 47.

Karyl Norman	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.
Francis Renault	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.
Jackie May	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.
Cecil Mason	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.
Lunch Twins	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.
[Billie Gerber (male imp)	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.]
[Gypsy Byrne (male imp)	"Pansy" [a new musical in New York]	REVERSED 'PANSY' CO. BY IMPERSONATORS Variety 100, no. 14, October 15, 1930, 38.]

*Unnamed company*	World's Fair (Chicago?)	CONCESSIONS DEFY EXPO Variety 111, no. 7, July 25, 1933, 63.
La Belle Rose	NUT CLUB, N. Y. Variety 112, no. 2, September 19, 1933, 39.	"Scotch performer" alleged to be back in November
The Duchess [George Mason]	Dailey Bros (touring circus)	Circuses: Dressing Room Gossip - Dailey Bros. King, Hazel. The Billboard 58, no. 39, September 28, 1946, 72
Whitey Harris	Kansas City Shrine (touring circus)	Circuses: DRESSING ROOM GOSSIP - Kansas City Shrine LAMONT, BOZO. The Billboard 60, no. 48, November 27, 1948, 135.
The Duchess [George Mason]	Kansas City Shrine (touring circus)	Circuses: DRESSING ROOM GOSSIP - Kansas City Shrine LAMONT, BOZO. The Billboard 60, no. 48, November 27, 1948, 135.
*Unnamed* (one of Mercer Brothers)	Palace Theatre (New York)	New Acts: MERCER BROS. (2) Jose. Variety 175, no. 6, July 20, 1949, 46.
*Unnamed* (one of Bob Copfer Four)	Palace Theatre (New York)	Night Club Reviews: New Acts - BOB COPFER FOUR Jose. Variety 184, no. 2, September 19, 1951, 65.
Tony & Eddie	Bon Soir (New York)	New Acts - TONY & EDDIE Variety 184, no. 9, November 7, 1951, 53.	"A lot of their work is in drag, and they create comedy moods with their costuming." Eddie Gruber "worked from a wheelchair, because of a physical disability . . ."
*Unnamed* (two of the Mimic Men)	Palace Theatre (New York)	New Acts: MIMIC MEN (3) Jose. Variety 187, no. 3, June 25, 1952, 55.
Karyl Norman	"Shades of Karol Norman" (touring)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Jackie May	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Lestra Lamont	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Jackie Gordon	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Titanic Kit Russell	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Candy Cain	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Murray Swanson	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Nicky Galushie	(mentioned)	Advertisement The Billboard 66, no. 5, January 30, 1954, 62.
Trosky	Puerto Rico Theatre (Bronx, New York)	Customers Want In On Act in Latino Vaude; Felix Wardrobe a Hit Jose. Variety 197, no. 11, February 16, 1955, 47, 55.
Jewel Box Revue	Gay 90s (Minneapolis)	Mpls. Cops Padlock Switch Show After 2 Parade in 'Drag' Variety 197, no. 13, March 2, 1955, 57, 59.
Harry Watson, Jr.	Ziegfeld Follies	ZIEGFELD FOLLIES Baral, Robert. Variety 205, no. 6, January 9, 1957, 295. 1911
Jewel Box Revue	Loew's State (New York)	Lads-in-Drag & 1 Mustachioed Girl, Or Limp-Wrist Time ca Broadway
Lynne Carter	"Jewel Box Revue," at Loew's State (New York)	Lads-in-Drag & 1 Mustachioed Girl, Or Limp-Wrist Time ca Broadway
Robbi Ross	"Jewel Box Revue," at Loew's State (New York)	Lads-in-Drag & 1 Mustachioed Girl, Or Limp-Wrist Time ca Broadway
Storme	"Jewel Box Revue," at Loew's State (New York)	Lads-in-Drag & 1 Mustachioed Girl, Or Limp-Wrist Time ca Broadway
Chunga Ochoa	"Jewel Box Revue," at Loew's State (New York)	Lads-in-Drag & 1 Mustachioed Girl, Or Limp-Wrist Time ca Broadway
George Mason	Interlude (Los Angeles)	Night Club Reviews: Interlude. I. A Kafa. Variety 217, no. 4, December 23, 1959, 55.	called "George Matson," and described as "a young man who does a delightful turn of mimicking in draggy fashion to offstage recordings. His clever mouth routine is especially effective while raking Yma Sumac over the glissandos."
Paul White	Riviera (Las Vegas)	Night Club Reviews: Riviera, Las Vegas Jose. Variety 219, no. 3, June 15, 1960, 54.	with Sophie Tucker
Phil Black	The Flame Melody Room (Harlem, New York)	Vaudeville: Harlem Trying Limp-Wrist Twist In Last-Ditch Pitch for Biz Cohen, Joe. Variety 190, no. 8, April 29, 1953, 59.
*Unnamed company/performer*	Chi Chi (San Francisco)	Night Club Reviews: Chi Chi, S.F. Sanf. Variety 236, no. 13, November 18, 1964, 58.

*** ADDED AFTER JULY 5
Billy Herrero	Gayety Inn (Miami Beach)	Uno, "Burlesque Bits," The Billboard 64, no. 4, January 26, 1952, 45.
